Gene stable ID	Gene stable ID version	Gene name	Human gene stable ID	Human gene name
ENSMUSG00000105448	ENSMUSG00000105448.3	Gm25820	ENSG00000281394	SCARNA4
ENSMUSG00000105448	ENSMUSG00000105448.3	Gm25820	ENSG00000280466	SCARNA4
ENSMUSG00000028874	ENSMUSG00000028874.15	Fgr	ENSG00000000938	FGR
ENSMUSG00000041642	ENSMUSG00000041642.19	Kif21b	ENSG00000116852	KIF21B
ENSMUSG00000038459	ENSMUSG00000038459.11	Abhd17c	ENSG00000136379	ABHD17C
ENSMUSG00000020829	ENSMUSG00000020829.10	Slc46a1	ENSG00000076351	SLC46A1
ENSMUSG00000079362	ENSMUSG00000079362.6	Gm43302	ENSG00000183347	GBP6
ENSMUSG00000015709	ENSMUSG00000015709.10	Arnt2	ENSG00000172379	ARNT2
ENSMUSG00000105096	ENSMUSG00000105096.2	Gbp10	ENSG00000183347	GBP6
ENSMUSG00000050132	ENSMUSG00000050132.14	Sarm1	ENSG00000004139	SARM1
ENSMUSG00000064530	ENSMUSG00000064530.3	Gm23613	ENSG00000222370	SNORA36B
ENSMUSG00000064530	ENSMUSG00000064530.3	Gm23613	ENSG00000206731	AC074091.1
ENSMUSG00000061315	ENSMUSG00000061315.15	Naca	ENSG00000196531	NACA
ENSMUSG00000041440	ENSMUSG00000041440.19	Gk5	ENSG00000175066	GK5
ENSMUSG00000037692	ENSMUSG00000037692.15	Ahdc1	ENSG00000126705	AHDC1
ENSMUSG00000104713	ENSMUSG00000104713.5	Gbp6	ENSG00000183347	GBP6
ENSMUSG00000071072	ENSMUSG00000071072.13	Ptges3	ENSG00000110958	PTGES3
ENSMUSG00000033955	ENSMUSG00000033955.14	Tnks1bp1	ENSG00000149115	TNKS1BP1
ENSMUSG00000017344	ENSMUSG00000017344.5	Vtn	ENSG00000109072	VTN
ENSMUSG00000017344	ENSMUSG00000017344.5	Vtn	ENSG00000273171	AC002094.3
ENSMUSG00000092021	ENSMUSG00000092021.9	Gbp11	ENSG00000183347	GBP6
ENSMUSG00000041605	ENSMUSG00000041605.17	Inava	ENSG00000163362	INAVA
ENSMUSG00000028868	ENSMUSG00000028868.14	Wasf2	ENSG00000158195	WASF2
ENSMUSG00000025393	ENSMUSG00000025393.13	Atp5b	ENSG00000110955	ATP5F1B
ENSMUSG00000070639	ENSMUSG00000070639.6	Lrrc8b	ENSG00000197147	LRRC8B
ENSMUSG00000071042	ENSMUSG00000071042.13	Rasgrp3	ENSG00000152689	RASGRP3
ENSMUSG00000001103	ENSMUSG00000001103.8	Sebox	ENSG00000274529	SEBOX
ENSMUSG00000051232	ENSMUSG00000051232.14	Tmem199	ENSG00000244045	TMEM199
ENSMUSG00000065692	ENSMUSG00000065692.3	Gm25410	ENSG00000222370	SNORA36B
ENSMUSG00000065692	ENSMUSG00000065692.3	Gm25410	ENSG00000206731	AC074091.1
ENSMUSG00000032411	ENSMUSG00000032411.16	Tfdp2	ENSG00000114126	TFDP2
ENSMUSG00000040054	ENSMUSG00000040054.18	Baz2a	ENSG00000076108	BAZ2A
ENSMUSG00000044338	ENSMUSG00000044338.10	Aplnr	ENSG00000134817	APLNR
ENSMUSG00000054720	ENSMUSG00000054720.13	Lrrc8c	ENSG00000171488	LRRC8C
ENSMUSG00000052759	ENSMUSG00000052759.8	Gpr25	ENSG00000170128	GPR25
ENSMUSG00000118706	ENSMUSG00000118706.1	AC158355.1	ENSG00000207118	SNORD14D
ENSMUSG00000075224	ENSMUSG00000075224.11	Lrrc55	ENSG00000183908	LRRC55
ENSMUSG00000049649	ENSMUSG00000049649.9	Gpr3	ENSG00000181773	GPR3
ENSMUSG00000041570	ENSMUSG00000041570.15	Camsap2	ENSG00000118200	CAMSAP2
ENSMUSG00000028865	ENSMUSG00000028865.15	Cd164l2	ENSG00000174950	CD164L2
ENSMUSG00000097789	ENSMUSG00000097789.3	Gm2115	ENSG00000259417	CTXND1
ENSMUSG00000030361	ENSMUSG00000030361.17	Klrb1a	ENSG00000111796	KLRB1
ENSMUSG00000001100	ENSMUSG00000001100.11	Poldip2	ENSG00000004142	POLDIP2
ENSMUSG00000030630	ENSMUSG00000030630.17	Fah	ENSG00000103876	FAH
ENSMUSG00000046079	ENSMUSG00000046079.17	Lrrc8d	ENSG00000171492	LRRC8D
ENSMUSG00000002017	ENSMUSG00000002017.11	Fam98a	ENSG00000119812	FAM98A
ENSMUSG00000028862	ENSMUSG00000028862.7	Map3k6	ENSG00000142733	MAP3K6
ENSMUSG00000075220	ENSMUSG00000075220.2	Olfr993	ENSG00000181273	OR5AK2
ENSMUSG00000075220	ENSMUSG00000075220.2	Olfr993	ENSG00000181282	OR5AK3P
ENSMUSG00000075219	ENSMUSG00000075219.4	Olfr994	ENSG00000181273	OR5AK2
ENSMUSG00000075219	ENSMUSG00000075219.4	Olfr994	ENSG00000181282	OR5AK3P
ENSMUSG00000075218	ENSMUSG00000075218.4	Olfr995	ENSG00000181273	OR5AK2
ENSMUSG00000075218	ENSMUSG00000075218.4	Olfr995	ENSG00000181282	OR5AK3P
ENSMUSG00000030364	ENSMUSG00000030364.7	Clec2h	ENSG00000069493	CLEC2D
ENSMUSG00000030629	ENSMUSG00000030629.16	Zfand6	ENSG00000086666	ZFAND6
ENSMUSG00000074182	ENSMUSG00000074182.9	Znhit6	ENSG00000117174	ZNHIT6
ENSMUSG00000017615	ENSMUSG00000017615.13	Tnfaip1	ENSG00000109079	TNFAIP1
ENSMUSG00000026404	ENSMUSG00000026404.13	Ddx59	ENSG00000118197	DDX59
ENSMUSG00000029290	ENSMUSG00000029290.13	Zfp326	ENSG00000162664	ZNF326
ENSMUSG00000079299	ENSMUSG00000079299.4	Klrb1	ENSG00000111796	KLRB1
ENSMUSG00000024074	ENSMUSG00000024074.9	Crim1	ENSG00000150938	CRIM1
ENSMUSG00000028860	ENSMUSG00000028860.14	Sytl1	ENSG00000142765	SYTL1
ENSMUSG00000041498	ENSMUSG00000041498.14	Kif14	ENSG00000118193	KIF14
ENSMUSG00000075211	ENSMUSG00000075211.5	Olfr1006	ENSG00000172457	OR9G4
ENSMUSG00000030325	ENSMUSG00000030325.17	Klrb1c	ENSG00000111796	KLRB1
ENSMUSG00000050603	ENSMUSG00000050603.2	Olfr1008	ENSG00000181752	OR8K5
ENSMUSG00000001105	ENSMUSG00000001105.16	Ift20	ENSG00000109083	IFT20
ENSMUSG00000075210	ENSMUSG00000075210.5	Olfr1012	ENSG00000174914	OR9G1
ENSMUSG00000028195	ENSMUSG00000028195.5	Ccn1	ENSG00000142871	CCN1
ENSMUSG00000107872	ENSMUSG00000107872.3	Gm44511	ENSG00000111796	KLRB1
ENSMUSG00000056121	ENSMUSG00000056121.17	Fez2	ENSG00000171055	FEZ2
ENSMUSG00000075209	ENSMUSG00000075209.4	Olfr1016	ENSG00000174914	OR9G1
ENSMUSG00000079298	ENSMUSG00000079298.10	Klrb1b	ENSG00000111796	KLRB1
ENSMUSG00000028194	ENSMUSG00000028194.16	Ddah1	ENSG00000153904	DDAH1
ENSMUSG00000075208	ENSMUSG00000075208.7	Olfr1019	ENSG00000172459	OR5AR1
ENSMUSG00000040043	ENSMUSG00000040043.18	Rbms2	ENSG00000076067	RBMS2
ENSMUSG00000037278	ENSMUSG00000037278.10	Tmem97	ENSG00000109084	TMEM97
ENSMUSG00000046975	ENSMUSG00000046975.8	Olfr1020	ENSG00000172464	OR5AP2
ENSMUSG00000028857	ENSMUSG00000028857.17	Tmem222	ENSG00000186501	TMEM222
ENSMUSG00000057761	ENSMUSG00000057761.2	Olfr1022	ENSG00000254834	OR5M10
ENSMUSG00000057761	ENSMUSG00000057761.2	Olfr1022	ENSG00000255012	OR5M1
ENSMUSG00000017376	ENSMUSG00000017376.16	Nlk	ENSG00000087095	NLK
ENSMUSG00000034384	ENSMUSG00000034384.12	Barhl2	ENSG00000143032	BARHL2
ENSMUSG00000028191	ENSMUSG00000028191.12	Bcl10	ENSG00000142867	BCL10
ENSMUSG00000050128	ENSMUSG00000050128.6	Olfr1023	ENSG00000254834	OR5M10
ENSMUSG00000050128	ENSMUSG00000050128.6	Olfr1023	ENSG00000255012	OR5M1
ENSMUSG00000041483	ENSMUSG00000041483.15	Zfp281	ENSG00000162702	ZNF281
ENSMUSG00000036873	ENSMUSG00000036873.14	2410004B18Rik	ENSG00000162642	C1orf52
ENSMUSG00000030365	ENSMUSG00000030365.12	Clec2i	ENSG00000069493	CLEC2D
ENSMUSG00000049606	ENSMUSG00000049606.17	Zfp644	ENSG00000122482	ZNF644
ENSMUSG00000024076	ENSMUSG00000024076.11	Vit	ENSG00000205221	VIT
ENSMUSG00000057207	ENSMUSG00000057207.3	Olfr1028	ENSG00000255223	OR5M11
ENSMUSG00000059873	ENSMUSG00000059873.5	Olfr1029	ENSG00000255223	OR5M11
ENSMUSG00000036863	ENSMUSG00000036863.13	Syde2	ENSG00000097096	SYDE2
ENSMUSG00000049489	ENSMUSG00000049489.6	Ccnq	ENSG00000262919	CCNQ
ENSMUSG00000037622	ENSMUSG00000037622.15	Wdtc1	ENSG00000142784	WDTC1
ENSMUSG00000077463	ENSMUSG00000077463.3	Gm26418	ENSG00000207187	SNORA10B
ENSMUSG00000077463	ENSMUSG00000077463.3	Gm26418	ENSG00000206811	SNORA10
ENSMUSG00000077463	ENSMUSG00000077463.3	Gm26418	ENSG00000199566	AC008083.1
ENSMUSG00000072640	ENSMUSG00000072640.12	Lyrm9	ENSG00000232859	LYRM9
ENSMUSG00000072640	ENSMUSG00000072640.12	Lyrm9	ENSG00000266202	AC005697.1
ENSMUSG00000026398	ENSMUSG00000026398.15	Nr5a2	ENSG00000116833	NR5A2
ENSMUSG00000043267	ENSMUSG00000043267.4	Olfr1031	ENSG00000181371	OR5M8
ENSMUSG00000042796	ENSMUSG00000042796.3	Olfr1032	ENSG00000174937	OR5M3
ENSMUSG00000043020	ENSMUSG00000043020.14	Dnai3	ENSG00000162643	DNAI3
ENSMUSG00000044005	ENSMUSG00000044005.14	Gls2	ENSG00000135423	GLS2
ENSMUSG00000045392	ENSMUSG00000045392.9	Olfr1033	ENSG00000174937	OR5M3
ENSMUSG00000020826	ENSMUSG00000020826.10	Nos2	ENSG00000007171	NOS2
ENSMUSG00000000248	ENSMUSG00000000248.17	Clec2g	ENSG00000069493	CLEC2D
ENSMUSG00000102091	ENSMUSG00000102091.3	Olfr1034	ENSG00000150269	OR5M9
ENSMUSG00000102091	ENSMUSG00000102091.3	Olfr1034	ENSG00000284732	AP002512.3
ENSMUSG00000099820	ENSMUSG00000099820.3	Olfr1036	ENSG00000150269	OR5M9
ENSMUSG00000099820	ENSMUSG00000099820.3	Olfr1036	ENSG00000284732	AP002512.3
ENSMUSG00000032412	ENSMUSG00000032412.9	Atp1b3	ENSG00000069849	ATP1B3
ENSMUSG00000024077	ENSMUSG00000024077.16	Strn	ENSG00000115808	STRN
ENSMUSG00000050577	ENSMUSG00000050577.9	Olfr1038-ps	ENSG00000279961	OR8U3
ENSMUSG00000036853	ENSMUSG00000036853.6	Mcoln3	ENSG00000055732	MCOLN3
ENSMUSG00000075204	ENSMUSG00000075204.4	Olfr1039	ENSG00000272987	OR5AL1
ENSMUSG00000075203	ENSMUSG00000075203.2	Olfr1040	ENSG00000272987	OR5AL1
ENSMUSG00000075202	ENSMUSG00000075202.6	Olfr1042	ENSG00000272987	OR5AL1
ENSMUSG00000043410	ENSMUSG00000043410.17	Hfm1	ENSG00000162669	HFM1
ENSMUSG00000075200	ENSMUSG00000075200.3	Olfr1044	ENSG00000172199	OR8U1
ENSMUSG00000030154	ENSMUSG00000030154.11	Klrb1f	ENSG00000111796	KLRB1
ENSMUSG00000075199	ENSMUSG00000075199.4	Olfr52	ENSG00000172199	OR8U1
ENSMUSG00000065565	ENSMUSG00000065565.3	Mir181a-1	ENSG00000207759	MIR181A1
ENSMUSG00000075198	ENSMUSG00000075198.3	Olfr1045	ENSG00000172487	OR8J1
ENSMUSG00000075198	ENSMUSG00000075198.3	Olfr1045	ENSG00000167822	OR8J3
ENSMUSG00000065458	ENSMUSG00000065458.3	Mir181b-1	ENSG00000207975	MIR181B1
ENSMUSG00000028854	ENSMUSG00000028854.10	Slc9a1	ENSG00000090020	SLC9A1
ENSMUSG00000011008	ENSMUSG00000011008.14	Mcoln2	ENSG00000153898	MCOLN2
ENSMUSG00000075197	ENSMUSG00000075197.4	Olfr1046	ENSG00000150261	OR8K1
ENSMUSG00000026395	ENSMUSG00000026395.17	Ptprc	ENSG00000081237	PTPRC
ENSMUSG00000075196	ENSMUSG00000075196.4	Olfr1047	ENSG00000280314	OR8K3
ENSMUSG00000039414	ENSMUSG00000039414.11	Heatr5b	ENSG00000008869	HEATR5B
ENSMUSG00000051346	ENSMUSG00000051346.10	Spryd4	ENSG00000176422	SPRYD4
ENSMUSG00000088750	ENSMUSG00000088750.3	Gm24901	ENSG00000252581	RNU6-1098P
ENSMUSG00000088750	ENSMUSG00000088750.3	Gm24901	ENSG00000252156	RNU6-155P
ENSMUSG00000032413	ENSMUSG00000032413.13	Rasa2	ENSG00000155903	RASA2
ENSMUSG00000025389	ENSMUSG00000025389.8	Mip	ENSG00000135517	MIP
ENSMUSG00000075194	ENSMUSG00000075194.4	Olfr1049	ENSG00000181752	OR8K5
ENSMUSG00000075193	ENSMUSG00000075193.3	Olfr1051	ENSG00000181752	OR8K5
ENSMUSG00000047149	ENSMUSG00000047149.6	Olfr1052	ENSG00000174957	OR5J2
ENSMUSG00000039994	ENSMUSG00000039994.16	Timeless	ENSG00000111602	TIMELESS
ENSMUSG00000001123	ENSMUSG00000001123.16	Lgals9	ENSG00000249861	LGALS16
ENSMUSG00000001123	ENSMUSG00000001123.16	Lgals9	ENSG00000006659	LGALS14
ENSMUSG00000001123	ENSMUSG00000001123.16	Lgals9	ENSG00000105198	LGALS13
ENSMUSG00000030155	ENSMUSG00000030155.8	Clec2e	ENSG00000069493	CLEC2D
ENSMUSG00000075192	ENSMUSG00000075192.5	Olfr1053	ENSG00000181752	OR8K5
ENSMUSG00000075190	ENSMUSG00000075190.3	Olfr1054	ENSG00000280314	OR8K3
ENSMUSG00000088093	ENSMUSG00000088093.3	Gm22811	ENSG00000252350	RPPH1-3P
ENSMUSG00000075186	ENSMUSG00000075186.5	Olfr1058	ENSG00000280314	OR8K3
ENSMUSG00000030157	ENSMUSG00000030157.6	Clec2d	ENSG00000069493	CLEC2D
ENSMUSG00000075185	ENSMUSG00000075185.2	Olfr1061	ENSG00000280314	OR8K3
ENSMUSG00000029283	ENSMUSG00000029283.18	Cdc7	ENSG00000097046	CDC7
ENSMUSG00000057540	ENSMUSG00000057540.4	Olfr310	ENSG00000177174	OR14C36
ENSMUSG00000054054	ENSMUSG00000054054.4	Olfr309	ENSG00000197437	OR13G1
ENSMUSG00000111306	ENSMUSG00000111306.3	Olfr1065	ENSG00000280314	OR8K3
ENSMUSG00000054498	ENSMUSG00000054498.7	Olfr308	ENSG00000169214	OR6F1
ENSMUSG00000055610	ENSMUSG00000055610.6	Olfr307	ENSG00000241128	OR14A2
ENSMUSG00000075181	ENSMUSG00000075181.2	Olfr1066	ENSG00000280314	OR8K3
ENSMUSG00000030156	ENSMUSG00000030156.6	Cd69	ENSG00000110848	CD69
ENSMUSG00000055571	ENSMUSG00000055571.5	Olfr305	ENSG00000241128	OR14A2
ENSMUSG00000111772	ENSMUSG00000111772.3	Olfr228	ENSG00000280314	OR8K3
ENSMUSG00000062426	ENSMUSG00000062426.3	Olfr304	ENSG00000241128	OR14A2
ENSMUSG00000060742	ENSMUSG00000060742.2	Olfr1076	ENSG00000280314	OR8K3
ENSMUSG00000018334	ENSMUSG00000018334.19	Ksr1	ENSG00000141068	KSR1
ENSMUSG00000065295	ENSMUSG00000065295.3	Gm24134	ENSG00000253094	SNORD36
ENSMUSG00000065295	ENSMUSG00000065295.3	Gm24134	ENSG00000199744	SNORD36A
ENSMUSG00000111678	ENSMUSG00000111678.3	Olfr1077-ps1	ENSG00000280314	OR8K3
ENSMUSG00000061549	ENSMUSG00000061549.7	Olfr301	ENSG00000177174	OR14C36
ENSMUSG00000075179	ENSMUSG00000075179.4	Olfr1079	ENSG00000280314	OR8K3
ENSMUSG00000040433	ENSMUSG00000040433.17	Zbtb38	ENSG00000177311	ZBTB38
ENSMUSG00000092401	ENSMUSG00000092401.4	Olfr300-ps1	ENSG00000177174	OR14C36
ENSMUSG00000110912	ENSMUSG00000110912.2	Olfr1080	ENSG00000280314	OR8K3
ENSMUSG00000020168	ENSMUSG00000020168.6	Olfr299	ENSG00000177174	OR14C36
ENSMUSG00000036832	ENSMUSG00000036832.6	Lpar3	ENSG00000171517	LPAR3
ENSMUSG00000046694	ENSMUSG00000046694.7	Tent5b	ENSG00000158246	TENT5B
ENSMUSG00000047720	ENSMUSG00000047720.8	Clec2m	ENSG00000255641	AC068775.1
ENSMUSG00000047720	ENSMUSG00000047720.8	Clec2m	ENSG00000205810	KLRC3
ENSMUSG00000047720	ENSMUSG00000047720.8	Clec2m	ENSG00000205809	KLRC2
ENSMUSG00000047720	ENSMUSG00000047720.8	Clec2m	ENSG00000134545	KLRC1
ENSMUSG00000047720	ENSMUSG00000047720.8	Clec2m	ENSG00000183542	KLRC4
ENSMUSG00000047720	ENSMUSG00000047720.8	Clec2m	ENSG00000255819	KLRC4-KLRK1
ENSMUSG00000062878	ENSMUSG00000062878.4	Olfr298	ENSG00000241128	OR14A2
ENSMUSG00000111689	ENSMUSG00000111689.2	Olfr1082	ENSG00000280314	OR8K3
ENSMUSG00000057067	ENSMUSG00000057067.5	Olfr297	ENSG00000177174	OR14C36
ENSMUSG00000092372	ENSMUSG00000092372.4	Olfr296-ps1	ENSG00000177174	OR14C36
ENSMUSG00000110804	ENSMUSG00000110804.2	Olfr1084	ENSG00000280314	OR8K3
ENSMUSG00000056596	ENSMUSG00000056596.9	Trnp1	ENSG00000253368	TRNP1
ENSMUSG00000036825	ENSMUSG00000036825.13	Ssx2ip	ENSG00000117155	SSX2IP
ENSMUSG00000059319	ENSMUSG00000059319.4	Olfr295	ENSG00000177174	OR14C36
ENSMUSG00000075176	ENSMUSG00000075176.4	Olfr1085	ENSG00000280314	OR8K3
ENSMUSG00000053063	ENSMUSG00000053063.12	Clec12a	ENSG00000172322	CLEC12A
ENSMUSG00000050668	ENSMUSG00000050668.11	Gpatch11	ENSG00000152133	GPATCH11
ENSMUSG00000062042	ENSMUSG00000062042.2	Olfr294	ENSG00000241128	OR14A2
ENSMUSG00000037600	ENSMUSG00000037600.17	Kdf1	ENSG00000175707	KDF1
ENSMUSG00000063394	ENSMUSG00000063394.4	Olfr293	ENSG00000177174	OR14C36
ENSMUSG00000075174	ENSMUSG00000075174.3	Olfr1087	ENSG00000280314	OR8K3
ENSMUSG00000060688	ENSMUSG00000060688.5	Olfr292	ENSG00000177174	OR14C36
ENSMUSG00000111711	ENSMUSG00000111711.2	Olfr1089	ENSG00000280314	OR8K3
ENSMUSG00000075172	ENSMUSG00000075172.4	Olfr1090	ENSG00000280314	OR8K3
ENSMUSG00000001773	ENSMUSG00000001773.15	Folh1	ENSG00000086205	FOLH1
ENSMUSG00000030158	ENSMUSG00000030158.13	Clec12b	ENSG00000256660	CLEC12B
ENSMUSG00000024079	ENSMUSG00000024079.5	Eif2ak2	ENSG00000055332	EIF2AK2
ENSMUSG00000047969	ENSMUSG00000047969.6	Olfr1093	ENSG00000181698	OR5T1
ENSMUSG00000047969	ENSMUSG00000047969.6	Olfr1093	ENSG00000172489	OR5T3
ENSMUSG00000078420	ENSMUSG00000078420.7	Olfr141	ENSG00000181718	OR5T2
ENSMUSG00000044213	ENSMUSG00000044213.5	Olfr1094	ENSG00000181698	OR5T1
ENSMUSG00000044213	ENSMUSG00000044213.5	Olfr1094	ENSG00000172489	OR5T3
ENSMUSG00000075171	ENSMUSG00000075171.4	Olfr1095	ENSG00000181718	OR5T2
ENSMUSG00000028851	ENSMUSG00000028851.7	Nudc	ENSG00000090273	NUDC
ENSMUSG00000086338	ENSMUSG00000086338.3	Olfr1096	ENSG00000181693	OR8H1
ENSMUSG00000086338	ENSMUSG00000086338.3	Olfr1096	ENSG00000181767	OR8H2
ENSMUSG00000086338	ENSMUSG00000086338.3	Olfr1096	ENSG00000181761	OR8H3
ENSMUSG00000043587	ENSMUSG00000043587.16	Pxylp1	ENSG00000155893	PXYLP1
ENSMUSG00000075170	ENSMUSG00000075170.5	Olfr1097	ENSG00000181693	OR8H1
ENSMUSG00000075170	ENSMUSG00000075170.5	Olfr1097	ENSG00000181767	OR8H2
ENSMUSG00000075170	ENSMUSG00000075170.5	Olfr1097	ENSG00000181761	OR8H3
ENSMUSG00000030159	ENSMUSG00000030159.16	Clec1b	ENSG00000165682	CLEC1B
ENSMUSG00000075169	ENSMUSG00000075169.6	Olfr1098	ENSG00000181693	OR8H1
ENSMUSG00000075169	ENSMUSG00000075169.6	Olfr1098	ENSG00000181767	OR8H2
ENSMUSG00000075169	ENSMUSG00000075169.6	Olfr1098	ENSG00000181761	OR8H3
ENSMUSG00000017677	ENSMUSG00000017677.12	Wsb1	ENSG00000109046	WSB1
ENSMUSG00000075168	ENSMUSG00000075168.5	Olfr1099	ENSG00000181693	OR8H1
ENSMUSG00000075168	ENSMUSG00000075168.5	Olfr1099	ENSG00000181767	OR8H2
ENSMUSG00000075168	ENSMUSG00000075168.5	Olfr1099	ENSG00000181761	OR8H3
ENSMUSG00000070875	ENSMUSG00000070875.6	Olfr1100	ENSG00000181693	OR8H1
ENSMUSG00000070875	ENSMUSG00000070875.6	Olfr1100	ENSG00000181767	OR8H2
ENSMUSG00000070875	ENSMUSG00000070875.6	Olfr1100	ENSG00000181761	OR8H3
ENSMUSG00000075167	ENSMUSG00000075167.4	Olfr1101	ENSG00000181718	OR5T2
ENSMUSG00000049843	ENSMUSG00000049843.7	Olfr1102	ENSG00000181698	OR5T1
ENSMUSG00000049843	ENSMUSG00000049843.7	Olfr1102	ENSG00000172489	OR5T3
ENSMUSG00000038045	ENSMUSG00000038045.15	Sult6b1	ENSG00000138068	SULT6B1
ENSMUSG00000075166	ENSMUSG00000075166.3	Olfr1104	ENSG00000172154	OR8I2
ENSMUSG00000046080	ENSMUSG00000046080.18	Clec9a	ENSG00000197992	CLEC9A
ENSMUSG00000037583	ENSMUSG00000037583.3	Nr0b2	ENSG00000131910	NR0B2
ENSMUSG00000028189	ENSMUSG00000028189.13	Ctbs	ENSG00000117151	CTBS
ENSMUSG00000062691	ENSMUSG00000062691.11	Cebpzos	ENSG00000218739	CEBPZOS
ENSMUSG00000029287	ENSMUSG00000029287.15	Tgfbr3	ENSG00000069702	TGFBR3
ENSMUSG00000028850	ENSMUSG00000028850.3	Gpatch3	ENSG00000198746	GPATCH3
ENSMUSG00000075158	ENSMUSG00000075158.6	Olfr1111	ENSG00000181785	OR5AS1
ENSMUSG00000024081	ENSMUSG00000024081.10	Cebpz	ENSG00000115816	CEBPZ
ENSMUSG00000026394	ENSMUSG00000026394.6	Atp6v1g3	ENSG00000151418	ATP6V1G3
ENSMUSG00000020716	ENSMUSG00000020716.17	Nf1	ENSG00000196712	NF1
ENSMUSG00000028188	ENSMUSG00000028188.14	Spata1	ENSG00000122432	SPATA1
ENSMUSG00000046997	ENSMUSG00000046997.6	Spsb4	ENSG00000175093	SPSB4
ENSMUSG00000028848	ENSMUSG00000028848.14	Gpn2	ENSG00000142751	GPN2
ENSMUSG00000033082	ENSMUSG00000033082.11	Clec1a	ENSG00000150048	CLEC1A
ENSMUSG00000026393	ENSMUSG00000026393.11	Nek7	ENSG00000151414	NEK7
ENSMUSG00000030562	ENSMUSG00000030562.18	Nox4	ENSG00000086991	NOX4
ENSMUSG00000070855	ENSMUSG00000070855.9	Olfr1116	ENSG00000174970	OR10AG1
ENSMUSG00000089732	ENSMUSG00000089732.6	Olfr1117-ps1	ENSG00000174970	OR10AG1
ENSMUSG00000047281	ENSMUSG00000047281.4	Sfn	ENSG00000175793	SFN
ENSMUSG00000083706	ENSMUSG00000083706.4	Olfr1118	ENSG00000174970	OR10AG1
ENSMUSG00000032449	ENSMUSG00000032449.14	Slc25a36	ENSG00000114120	SLC25A36
ENSMUSG00000037553	ENSMUSG00000037553.15	Zdhhc18	ENSG00000204160	ZDHHC18
ENSMUSG00000079293	ENSMUSG00000079293.12	Clec7a	ENSG00000172243	CLEC7A
ENSMUSG00000047594	ENSMUSG00000047594.5	Olfr1122	ENSG00000174970	OR10AG1
ENSMUSG00000043274	ENSMUSG00000043274.5	Olfr1123	ENSG00000174970	OR10AG1
ENSMUSG00000029279	ENSMUSG00000029279.16	Brdt	ENSG00000137948	BRDT
ENSMUSG00000024082	ENSMUSG00000024082.6	Ndufaf7	ENSG00000003509	NDUFAF7
ENSMUSG00000030162	ENSMUSG00000030162.15	Olr1	ENSG00000173391	OLR1
ENSMUSG00000019230	ENSMUSG00000019230.15	Lhx9	ENSG00000143355	LHX9
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000274764	PRAMEF27
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000204479	PRAMEF17
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000204480	PRAMEF19
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000237700	PRAMEF33
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000116726	PRAMEF12
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000232423	PRAMEF6
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000279804	PRAMEF18
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000182330	PRAMEF8
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000116721	PRAMEF1
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000229571	PRAMEF25
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000120952	PRAMEF2
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000204510	PRAMEF7
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000270601	PRAMEF5
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000243073	PRAMEF4
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000280267	PRAMEF26
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000204501	PRAMEF15
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000204481	PRAMEF14
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000279169	PRAMEF13
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000204478	PRAMEF20
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000187545	PRAMEF10
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000204505	PRAMEF9
ENSMUSG00000025839	ENSMUSG00000025839.4	Pramel7	ENSG00000239810	PRAMEF11
ENSMUSG00000028187	ENSMUSG00000028187.11	Rpf1	ENSG00000117133	RPF1
ENSMUSG00000043257	ENSMUSG00000043257.16	Pigv	ENSG00000060642	PIGV
ENSMUSG00000025838	ENSMUSG00000025838.13	Pramel6	ENSG00000274764	PRAMEF27
ENSMUSG00000025838	ENSMUSG00000025838.13	Pramel6	ENSG00000204479	PRAMEF17
ENSMUSG00000025838	ENSMUSG00000025838.13	Pramel6	ENSG00000204480	PRAMEF19
ENSMUSG00000025838	ENSMUSG00000025838.13	Pramel6	ENSG00000237700	PRAMEF33
ENSMUSG00000025838	ENSMUSG00000025838.13	Pramel6	ENSG00000116726	PRAMEF12
